Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
"Do you want to banish the Covid nightmare?

It's really simple.
1) Stop listening to MSM
2) Don't get tested.
3) Ignore all Governments propaganda.

And that's it, all gone..
#Covid_19 #COVID19 #Plandemic #coronavirus #Masks",against,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290609434163650565
"@Ljubica1 @NeilClark66 @CllrBSilvester So will you accept any and every law that is imposed on us just because he is the PM?  
No matter how stupid, how pointless or how dangerous?
Do you really think the title PM gives him total power over our ever move ?
#notmypm #NoMasks",against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289556227546992648
"@nypost What about drinking while driving?  The smart #WuhanCoronavirus is not infectious around cars.  The government asked for #15DaysToStopTheSpread, which is going into its fourth month.  The government has had seven months to isolate this thing. #Fail #ReopenAmerica",against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278230201038708736
@DanielAndrewsMP You are a psychopath. Telling Victorians to not hug their mums. Sick. #resigndanandrews #resigndanielandrews #nomasks,against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288655679612305410
@SABreakingNews Lockdown was unconstitutional to start with.,against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1277601066989821956
"@thehill Why do #FakeNews keep reporting how many cases without mentioning how many of those were sick and symptomatic 

Who cares if virus is spreading if no one getting sick
#CorvidImmunity ?",against,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288024688371748864
"@LordBrexit The Govt. is insane. 
Ignore everything they say and do and resume a normal life.
I for one will not be staying in no matter what any Govt. idiots say.
I fell for a month of the last lockdown, never again will my life be rulled by these criminals.
#NoMaskOnMe",against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289976998446510080
"@PressSec @GreatAmericaPAC @realDonaldTrump Please open everything back up! This is getting ridiculous, we want to work and herd immunity can happen, we have to stop living in FEAR and being dictated by the corrupt media and people abusing their power",against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283124547558928385
@henrymcmaster Let me make it clear this virus is not as bad as you politicians make it to be !!!! Stop trying to be a Nazi,against,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1278469645197025280
Any government official forcing businesses to close and free movement of people should be sued and held accountable for voiding the 1st Amendment and any officer that arrested anyone should also be charged. #coronavirus #1stAmendment,against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281729417539194886
"BBC cant contain their excitement 

the glee is written all over their faces on the news tonight announcing regional lockdowns

so much FEAR for them to spread 

#nomasks

#COVID19",against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288944676473626625
@rwillingham @georgiecrozier The elimination ship sailed in March. Opportunity has been lost. Harsher lockdowns are not viable and useless. Destroying economy and mental health. We must adapt to carry on our normal lives with the virus.,against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1289495908657139713
@RoseDC11 @meldu5 Trump needs to get rid of Fauci,against,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286838305640845318
@charliekirk11 We are not falling for that twice! :no_entry_sign: #stayopen,against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1276231976526233601
"@DianneInIndiana @no_silenced He's giving every Californian the 'big one' right now by forcing ANOTHER shutdown, like the first one worked so good. #insanity",against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282803589342101504
"Work from home is so frustrating...First day at home after 7 days #lockdown in Raipur..Still 6 more days to go..Didn't realise it when was posted as SSP Raipur, Lockdown was more busy then...My sympathies :mask::grimacing:",against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285965897274781697
"@TheLucDevine If anything it was overreacted, 

The virus is live but is far less dangerous and you cant fight it, 

Live and let live

#endlockdown",against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290189949757612033
"@DanielAndrewsMP To keep businesses running, ignore the virus and",against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1286506276789223424
"@latimes Dark to Light, people are finally waking up, not saying this was a hoax, just saying this has been so blown out of proportion. ENOUGH IS ENOUGH, no more lockdowns, no more lying about numbers, no more mask mandates etc...",against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286087030376628230
@harrisongolden @LouisianaGov @BRProudNews Home schooling is an option for all you who are scared to send your kids to school! Look at the data and use common sense! #justsaying #OpenSchools,against,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1283157475961823232
"@Richzeoli @DawnMendte This is the biggest #Scamdemic in American History!  
We need low dose #Hcq and #Zinc for those who want it! 
#ReOpenSchools",against,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282643644164583424
Open bars! Open sports! Open schools! I’m a high school teacher &amp; we could talk about opening schools if wehave some of these measures in place. But since we don’t/ can’t/ won’t I believe that my students &amp; colleagues are,against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1277805067232522241
"@jsolomonReports This is a BOMBSHELL!!! CDC says an estimated 20 MILLION Americans have had the virus, most w/ NO symptoms. That lowers the death rate to .62%   WHO said the death rate was 3.4%. That is a huge difference &amp; why it is safe to",against,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1276487825135996928
@drdavidsamadi Learn to live with it and move on... we need to get back to normal,against,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287117324529483776
